hometown,count
"Portage, Mich.",2
"Portage, Pa",1
"Portales, N.m.",1
"Porter Ranch, Calif.",1
"Porterville, Calif.",1
"Portland, Maine",1
"Portland, Or",5
"Portland, Ore.",16
"Portland, Texas",4
"Portland, Tx",1
"Portola, Calif.",1
"Portsmouth, N.h.",2
"Portsmouth, Nh",1
"Portsmouth, Va.",1
"Portville, N.y.",1
"Poseyville, Ind.",1
"Potsdam, N.y.",1
"Potsdam, Ny",1
"Potter, Neb.",1
"Pottstown, Pa",1
"Pottstown, Pa.",2
"Pottsville, Pa",2
"Poughkeepsie, N.y.",3
"Poughkeepsie, Ny",4
"Poulsbo, Wa",1
"Poulsbo, Wash.",1
"Poway, Ca",1
"Poway, Calif.",1
"Powder Springs, Ga.",2
Powell,2
"Powell, Oh.",2
"Powell, Ohio",7
"Powhatan, Va.",2
"Prairie Du Sac, Wis.",2
"Prairieville, La.",2
"Prattville, Ala.",1
"Prentice, Wis.",1
"Prescott, Wis.",2
"Presidio, Texas",1
"Preston, Minn.",1
"Price, Utah",1
"Prince George, B.c.",1
"Princeton Junction, N.j.",1
"Princeton, Mn",2
"Prior Lake, Minn.",3
"Proserpine, Aus.",1
"Prospect, Conn.",1
"Prospect, Ky",1
"Prospect, Ky.",3
"Prosper, Texas",8
"Prosper, Tx",1
"Providence, R.i.",1
"Providence, Utah",1
"Provo, Utah",1
"Pueblo West, Colo.",1
"Pueblo West, Colorado",1
"Pueblo, Colo.",8
Puerto Rico,1
"Pulaski, Pa.",1
"Pulaski, Va.",1
"Pulaski, Wis.",1
"Pullman, Wash.",2
"Punta Gorda, Fl",1
"Purcellville, Va",1
"Purcellville, Va.",2
"Purlear, N.c.",1
"Puyallup, Wa",1
"Puyallup, Wash.",2
"Quakertown, Pa",1
"Quakertown, Pa.",2
"Quechee, Vt.",1
"Queen Creek, Ariz.",4
"Queens, N.y.",2
"Queens, Ny",5
"Queensbury, N.y.",2
"Questa, N.m.",1
"Quincy, Calif.",2
"Quincy, Fl",1
"Quincy, Il",2
"Quincy, Ill.",3
"Quincy, Ohio",1
"Quinlan, Texas",1
"Quitman, Texas",1
"Racine, Wi",1
"Racine, Wis.",3
"Radford, Va",1
"Radford, Va.",2
"Radnor, Pa",1
"Rahway, N.j.",2
"Rainbow City, Ala.",1
"Raleigh, N.c.",24
"Raleigh, Nc",3
Ramona,1
"Ramona, Ca",1
"Ramsey, Nj",1
Rancho Cucamonga,1
"Rancho Cucamonga, Ca",1
"Rancho Cucamonga, Calif.",8
"Rancho Mirage, Calif.",1
"Rancho Santa Fe, Calif.",3
"Rancho Santa Margarita, Calif.",2
"Rancho Sante Fe, Calif.",1
"Randleman, N.c.",1
"Randolph, Nj",1
"Randolph, Wis.",1
"Ransomville, Ny",1
"Ranson, West Virginia",1
"Rantoul, Ill.",2
"Rapid City, S.d.",1
"Rapid City, Sd",1
"Rathdrum, Idaho",1
"Rawlins, Wy",1
"Rawlins, Wyo.",1
"Raymond, Minn.",1
"Raymond, N.h.",1
"Raymore,Mo",1
"Raytown, Mo.",1
"Reading, Mass.",2
"Reading, Pa",1
"Reading, Pa.",4
"Readlyn, Iowa",2
"Red Deer, Alberta, Canada",1
"Red Hook, N.y.",1
"Red Hook, Ny",1
"Red Lion, Pa.",1
"Red Oak, Texas",3
"Red Oak, Tx",1
"Red Wing, Minn.",1
"Redding, Calif.",5
"Redding, Ct",1
"Redlands, Calif.",2
"Redmond, Ore.",1
"Redmond, Wa",1
"Redmond, Wash.",1
"Redondo Beach, Ca",1
"Redondo Beach, Calif.",7
"Redwood City, Ca",4
"Redwood City, Calif.",3
"Redwood Falls, Minn",1
"Reedley, Calif.",1
"Reedsburg, Wis.",1
"Reedsville, Wis.",1
"Reese, Mi",1
"Regina, Sk, Canada",1
"Reinbeck, Iowa",1
"Reinholds, Pa.",1
"Reisterstown, Md.",3
"Reno, Nev.",7
"Reno, Nv",1
"Renton, Wa",1
"Republic, Mo.",2
"Republic, Wash.",1
"Reston, Va",1
"Reston, Va.",2
"Rexburg, Id",1
"Rexburg, Idaho",1
"Rexford, Mt",1
"Reynoldsburg, Ohio",2
"Rhineland, Mo.",1
"Rhinelander, Wis.",3
"Rhome, Texas",1
"Rhome, Tx",1
Rialto,1
"Rialto, Ca",1
"Rice Lake, Wis.",1
"Rice, Minn.",1
"Richardson, Texas",4
"Richboro, Pa.",1
"Richfield, Minn.",1
"Richfield, Wis.",4
"Richland, Mi.",1
"Richland, Mich.",1
"Richland, Wa",1
"Richland, Wash.",2
"Richmond Heights, Oh.",1
"Richmond Hill, Ga.",3
"Richmond Hill, Ny",1
"Richmond, Mich.",1
"Richmond, Tex.",1
"Richmond, Texas",5
"Richmond, Tx",1
"Richmond, Va",1
"Richmond, Va.",7
"Richwood, Ohio",1
"Ridgefield, Wa",1
"Ridgefield, Wash.",5
"Ridgeland, Miss.",1
"Ridgeley, W. Va.",1
"Ridgewood, N.j.",2
"Ridley Park, Pa",3
"Ridley Township, Pa.",1
"Ridley, Pa",1
"Ridley, Pa.",2
"Rifle, Col.",1
"Rifton, N.y.",1
"Rijeka, Croatia",1
"Riner, Va",1
"Riner, Va.",2
"Ringgold, Ga.",1
"Ringold, Ga.",1
"Ringwood, Ill.",1
"Rio Grande, Puerto Rico",3
"Rio Rancho, N.m.",2
"Ripon, Calif.",1
"River Edge, N.j.",1
"River Falls, Wi",1
"River Falls, Wis.",3
"River Ridge, La.",2
Riverside,2
"Riverside, Ca",5
"Riverside, Calif.",8
"Riverside, R.i.",2
"Riverton, Utah",2
"Roanoake, Va.",1
"Roanoke Rapids, Nc",1
"Roanoke, Va",2
"Roanoke, Va.",1
"Robbinsdale, Minn.",1
"Robertsdale, Ala.",1
"Roca, Neb.",1
"Rochelle, Ill.",2
Rochester,1
"Rochester Hills, Mich.",3
"Rochester, Mass.",1
"Rochester, Mich.",4
"Rochester, Minn.",10
"Rochester, N.h.",1
"Rochester, N.y.",6
"Rochester, Nh",1
"Rochester, Ny",4
"Rock Falls, Il",1
"Rock Falls, Ill.",3
"Rock Hill, N.y.",1
"Rock Hill, S.c.",2
"Rock Hill, Sc",1
"Rock Island, Ill.",2
"Rock Rapids, Iowa",1
"Rock Spring, Georgia",1
"Rockaway Beach, N.y.",1
"Rockaway, N.j.",3
"Rockaway, Nj",1
"Rockaway, Ny",1
"Rockbridge, Ohio",1
"Rockford, Il",1
"Rockford, Ill.",7
"Rockford, Mi",1
"Rockford, Mich.",4
"Rockingham, Nc",1
"Rockland, Mass.",1
"Rockland, N.y.",1
"Rockledge, Fl",1
"Rockledge, Fla.",1
"Rockleigh, N.j.",1
Rocklin,1
"Rocklin, Ca",1
"Rocklin, Calif.",4
"Rockport, Ind.",1
"Rockton, Ill.",2
"Rockville Centre, Ny",1
"Rockville, Ind.",1
"Rockville, Md",1
"Rockville, Md.",1
"Rockwall, Tex.",1
"Rockwall, Texas",6
"Rockwall, Tx",2
"Rockwell City, Iowa",1
"Rocky Mount, Va.",2
"Rocky River, Ohio",1
"Rodeo, Ca",1
"Rogers, Ark.",3
"Rogers, Minn.",3
"Rogersville, Mo",3
"Rogersville, Mo.",2
Rohnert Park,1
"Rohnert Park, Ca",1
"Roland, Iowa",1
"Rolla, Mo",1
"Rolla, Mo.",2
"Rolling Hills Estates, Calif.",1
"Rolling Hills, Calif.",1
"Rollingstone, Minn.",1
"Rome, Ny",1
"Romeoville, Ill.",7
"Ronkonkoma, N.y.",1
"Roscoe, Ill.",2
"Rose Hill, Kan.",1
"Roselle, N.j.",1
"Roselle, Nj",1
"Rosemount, Minn.",1
"Rosenberg, Tx",1
"Roseville, Ca",1
"Roseville, Calif.",4
"Roseville, Minn.",2
"Rosewell, Ga.",1
"Rosharon, Texas",2
"Rossville, Ga.",1
"Rostraver Township, Pa.",1
"Roswell, Ga",1
"Roswell, Ga.",9
"Roswell, N.m.",3
"Rougemont, N.c.",1
"Round Hill, Va.",1
"Round Lake, Il",1
"Round Rock, Tex.",1
"Round Rock, Texas",7
"Round Rock, Tx",4
"Rowlett, Texas",5
"Rowlett, Tx",1
"Roxboro, N.c.",3
"Roxbury, Nj",1
"Royal Oak, Mich.",1
"Royersford, Pa",1
"Rush City, Minn.",1
"Russellville, Ark.",2
"Ruston, La.",1
"Ruther Glen, Va.",1
"Rye Brook, N.y.",1
"S San Francisco, Calif.",1
"Sachse, Texas",1
"Saco, Maine",1
Sacramento,1
"Sacramento, Ca",3
"Sacramento, Calif.",14
"Saddle River, N.j.",1
"Sagamore Hills, Oh",1
"Saginaw, Mich.",1
"Saginaw, Texas",1
"Saint Charles, Ill.",2
"Saint Charles, Mo.",1
"Saint Cloud, Fla.",1
"Saint Francis, Kan.",1
"Saint Germain, Wis.",1
"Saint Hedwig, Texas",1
"Saint James, N.y.",1
"Saint John, Ind.",3
"Saint Johns, Fla.",2
"Saint Johnsbury, Vt",1
"Saint Joseph, Ill.",1
"Saint Joseph, Mo",1
"Saint Louis, Mo",1
"Saint Louis, Mo.",1
"Saint Mary's, W.va.",1
"Saint Marys, Ga.",1
"Saint Marys, Oh",1
"Saint Paul, Minn.",1
"Saint Peter, Minn.",3
"Saint Peters, Mo.",1
"Salado, Texas",2
Salem,1
"Salem, Or",1
"Salem, Ore.",6
"Salem, Utah",2
"Salem, Va.",2
"Salem, Wisc.",1
Salida Calif.,1
"Salinas, Ca",1
"Salinas, Calif.",3
"Saline, Mich.",2
"Salisbury, N.c.",2
"Salt Lake City, Ut",1
"Salt Lake City, Utah",9
"Sammamish, Wash.",2
"San Angelo, Texas",2
"San Angelo, Tx",1
"San Anselmo, Calif.",1
"San Antionio, Tx",1
San Antonio,3
"San Antonio, Tex.",1
"San Antonio, Texas",55
"San Antonio, Tx",11
"San Antonio, Tx.",2
"San Antonio, Tx./Incarnate High School",1
San Bernardino,2
"San Bernardino, Ca",2
"San Bernardino, Calif.",1
"San Carlos, Calif.",4
"San Clemente, Ca",1
"San Clemente, Calif.",11
San Diego,5
"San Diego, Ca",15
"San Diego, Calif",1
"San Diego, Calif.",46
"San Diego, California",1
"San Fernando, Ca",1
San Francisco,1
"San Francisco, Ca",5
"San Francisco, Calif.",8
"San Gabriel, Calif.",1
"San German, Puerto Rico",1
"San Geronimo, Calif.",1
"San Jose, Ca",2
"San Jose, Calif.",19
"San Juan Capistrano, Ca",1
"San Juan Capistrano, Calif.",5
"San Juan Capo, Calif.",1
"San Juan, P.r.",6
"San Juan, Pr",3
"San Juan, Puerto Rico",10
"San Leandro, Ca",1
"San Lorenzo, Puerto Rico",1
"San Luis Obispo, Ca",1
"San Luis Obispo, Calif.",2
"San Marcos, Calif.",4
"San Marcos, Texas",1
"San Marino, Ca",1
"San Marino, Calif.",1
"San Mateo, Ca",1
"San Mateo, Calif.",6
"San Pedro, Calif.",2
"San Pedro, Dominican Republic",1
"San Rafael, Ca",1
"San Rafael, Calif.",2
"San Ramon, Ca",1
"San Ramon, Calif.",3
"Sand Springs, Ok",1
"Sandpoint, Idaho",2
"Sandusky, Oh",2
"Sandwich, Ill.",1
"Sandy Creek, N.y.",1
"Sandy Creek, Ny",1
"Sandy Spring, Md.",1
"Sandy, Ore.",1
"Sandy, Ut",1
"Sandy, Utah",2
"Sanford, Colo.",1
"Sanford, Fla.",4
"Sanford, N.c.",3
Sanger,1
"Sanger, Calif.",1
Santa Ana,1
"Santa Ana, Ca",1
"Santa Ana, Calif.",2
"Santa Barbara, California",1
"Santa Clara, Calif.",1
"Santa Clarita, Calif.",1
"Santa Clause, Ind.",1
"Santa Cruz, Calif.",4
"Santa Cruz,Ca",1
"Santa Fe, N.m.",2
"Santa Fe, Nm",1
"Santa Fe, Texas",1
"Santa Monica, Calif.",2
Santa Rosa,1
"Santa Rosa, Ca",1
"Santa Rosa, Calif.",4
"Santa Rose Beach, Fl",1
"Santa Teresa, N.m.",1
"Santo Domingo, Dominican Republic",8
"Santo Domingo, Dr",2
"Santurce, Puerto Rico",1
"Sarajevo, Bosnia & Herzegovina",3
"Sarajevo, Bosnia And Herzegovina",1
"Sarajevo, Bosnia-Herzegovina/Little Rock",1
"Sarasota, Fla",1
"Sarasota, Fla.",3
"Saratoga Springs, N.y.",1
"Saratoga, Calif.",1
"Sartell, Minn.",2
"Sarver, Pa.",3
"Saskatoon, Sask.",1
"Saskatoon, Saskatchewan",1
"Saugus, Mass.",1
"Sauk City, Wis.",1
"Savage, Md.",1
"Savage, Minn.",1
"Savannah, Ga.",6
"Savannah, Texas",1
"Saylorsburg, Pa.",1
"Scandia, Minn.",1
"Scandinavia, Wis.",1
"Scarborough, Me.",1
"Scarborough, Ontario",1
"Scarsdale, N.y.",2
"Scarsdale, Ny",2
"Schaumberg, Ill.",1
"Schaumburg, Ill.",2
"Schenectady, N.y.",2
"Schertz, Tx",1
"Schoolcraft, Mich.",2
"Schuylkill Haven, Pa",1
"Schwenksville, Pa.",2
"Scotch Grove, Iowa",1
"Scotch Plains, N.j.",1
"Scotch Plains, Nj",1
"Scotia, Ny",1
"Scott Depot, W.va.",1
"Scotts Valley, Calif.",1
"Scottsdale, Ariz.",16
"Scottsdale, Arizona",2
"Scottsdale, Az",1
"Scottsville, Va.",1
"Seaford, De",1
"Seaford, N.y.",1
"Seal Beach, Ca",1
"Searcy, Ark.",1
"Seattle, Wa",4
"Seattle, Wash.",5
"Sebastian, Fl",1
"Sebring, Fl",1
"Sebring, Fl.",1
"Sebring, Fla.",2
"Sedalia, Mo.",1
"Sellersburg, In",1
"Sellersville, Pa.",1
"Selma, In",2
"Seminole, Texas",1
"Semmes, Alabama",1
"Seneca Falls, Ny",1
"Seneca, Kan.",1
"Seneca, Sc",1
"Senecaville, Oh.",1
"Senecaville, Ohio",2
"Sergeant Bluff, Iowa",1
"Sergeant Bluff, Iowa.",1
"Seven Hills, Ohio",1
"Seven Lakes, Nc",1
"Seven Valleys, Pa.",1
"Severance, Colo.",2
"Severna Park, Md",1
"Severna Park, Md.",1
"Sewell, N.j.",1
"Sewell, Nj",1
"Sewickley, Pa",1
"Sewickley, Pa.",1
"Seymour, Conn.",3
"Seymour, Ind.",3
"Seymour, Wis.",2
"Shady Spring, W.va.",2
"Shadyside, Ohio",1
"Shaker Heights, Oh",1
"Shaker Heights, Ohio",2
"Shakopee, Minn.",4
"Shalimar, Fl",1
"Sharon, Mass.",1
"Sharon, Wis.",1
"Sharpsburg, Ga",1
"Sharpsburg, Ga.",1
"Shavertown, Pa.",1
"Shawnee, Kan.",11
"Shawnee, Kansas",1
"Shawnee, Pa.",1
"Sheboygan Falls, Wis.",1
"Sheboygan, Wis.",2
"Sheepshead Bay, N.y.",1
"Shelby Township, Mich.",1
"Shelbyville, Kentucky",1
"Sheldon, Il",1
"Shelocta, Pa",1
"Shelton, Conn.",1
"Sherborn, Mass.",1
"Sheridan, Wyo.",1
"Sherrard, Ill.",2
"Sherwood, Ark.",1
"Sherwood, Or",1
"Sherwood, Ore.",4
"Sherwood, Wis.",1
"Shickshinny, Pa",1
"Shiner, Tx",1
"Shinglehouse, Pa",1
"Shippensburg, Pa.",1
"Shoreline, Wa",1
"Shoreview, Mn",1
"Shorewood, Ill.",1
"Shorewood, Minn.",1
"Shrewsbury, Pa.",1
"Shullsburg, Wi",1
"Sierra Madre, Calif.",1
"Siloam Springs, Ark.",1
"Silver Spring, Md",3
"Silver Spring, Md.",1
"Silver Springs, Md",1
"Silverdale, Wash.",1
"Simi Valley, Ca",2
"Simpsonville, S.c.",5
"Sinclaireville, N.y.",1
"Singapore, Singapore",1
"Sioux Center, Iowa",2
"Sioux City, Iowa",2
"Sioux Falls, S.d",2
"Sioux Falls, S.d.",19
"Sioux Falls, Sd",1
"Sioux Falls, Sd.",1
"Sister Bay, Wis.",1
"Sisters, Ore.",1
"Skillman, Nj",1
"Skippack, Pa",1
"Skippack, Pa.",1
"Skokie, Il",1
"Skokie, Ill.",4
"Slate Hill, N.y.",1
"Slayton, Minn.",1
"Slidell, La.",4
"Sligo, Colo.",1
"Slinger, Wis.",1
"Slingerlands, N.y.",1
"Sloughhouse, Calif.",1
"Smith Center, Kan.",1
"Smithfield, Ut",1
"Smithsburg, Md",1
"Smithton, Ill.",1
"Smithtown, N.y.",1
"Smithtown, Ny",2
"Smithville, Ohio",2
"Smyrna, Ga.",1
"Smyrna, N.y.",1
"Smyrna, Tenn.",1
"Smyrna, Tn",1
"Sneads, Fla.",1
"Snellville, Ga.",1
"Snohomish, Wa",2
"Snohomish, Wash.",2
"Snoqualmie, Wash.",2
"Sofia, Bulgaria",6
"Solana Beach, Calif.",2
"Solon, Ohio",1
"Somers, N.y.",1
"Somerset, Pa",1
"Somerset, Pa.",1
"Somersworth, N.h.",1
"Sonoma, Calif.",1
"Sonora, Calif.",2
"Sophia, N.c.",1
"Souderton, Pa.",1
"South Bend, Ind.",1
"South Brunswick, Nj",1
"South Charleston, Ohio",1
"South Charleston, W.va.",2
"South Deerfield, Mass.",1
"South Edmeston, Ny",1
"South Elgin, Il",1
"South Elgin, Ill.",4
"South Fayette, Pa.",1
"South Fulton, Ga",1
"South Glenn Falls, N.y.",1
"South Glens Falls, N.y.",2
"South Holland, Ill.",4
"South Jordan, Ut",4
"South Jordan, Utah",1
South Lake Tahoe,1
"South Lebanon, Ohio",1
"South Lyon, Mich.",2
"South Milwaukee, Wi",1
"South Milwaukee, Wis.",1
"South Park Township, Pa.",1
"South Park, Pa.",2
"South Pasadena, Ca",1
"South Portland, Maine",1
"South Range, Wis.",1
"South Riding, Va.",3
"South Salem, N.y.",1
"South Setauket, Ny",1
"South Weber, Utah",1
"South Windsor, Conn.",1
"South Windsor, Ct",1
"Southampton, N.j.",1
"Southampton, Pa",2
"Southampton, Pa.",1
"Southampton, Uk",1
"Southaven, Miss.",1
Southbury,1
"Southbury, Conn.",1
Southfield,1
"Southfield, Mich.",2
Southfield. Mich.,1
"Southlake, Texas",7
"Spanish Fork, Ut",1
"Spanish Fork, Utah",1
"Spanish Fort, Ala.",3
"Spanish Fort, Alabama",1
"Sparks, Nev.",2
"Sparks, Nevada",1
"Sparta, Mich.",1
"Sparta, N.c.",1
"Sparta, N.j.",1
"Spartanburg, S.c.",2
"Spartanburg, Sc",2
"Spartanburg,Sc",1
"Spearfish, Sd",2
"Spicer, Minn.",1
"Spirit Lake, Iowa",4
"Split, Croatia",1
"Spokane, Wa",2
"Spokane, Wash.",9
"Spokane, Washington",1
"Spotsylvania, Va",1
"Spotsylvania, Va.",1
"Spring Arbor, Mich.",1
"Spring Branch, Texas",2
"Spring Branch, Tx",2
"Spring City, Pa.",1
"Spring Grove, Il",1
"Spring Grove, Ill.",4
"Spring Grove, Minn.",1
"Spring Grove, Pa.",3
"Spring Hill, Fl",1
"Spring Hill, Kan.",1
"Spring Hill, Tenn.",2
"Spring Hill, Tn",1
"Spring Lake, N.j.",1
"Spring Mills, Pa.",1
"Spring Valley, Minn.",1
"Spring, Texas",23
"Spring, Tx",4
"Springboro, Ohio",4
"Springdale, Ar",1
"Springdale, Ark.",5
"Springdale, Arkansas",1
"Springfield, Il",1
"Springfield, Ill.",7
"Springfield, Mass.",1
"Springfield, Minn.",2
"Springfield, Mo",1
"Springfield, Mo.",8
"Springfield, Va",3
"Springfield, Va.",1
"Springtown, Texas",2
"Springville, Alabama",1
"Springville, N.y.",1
"St Charles, Mo",1
"St. Albans, Mo",1
"St. Albans, W.va.",1
"St. Amant, La.",1
"St. Augustine, Fla.",3
"St. Catharines, Ont.",2
"St. Charles, Il",1
"St. Charles, Ill",1
"St. Charles, Ill.",6
"St. Charles, Missouri",1
"St. Charles, Mo",1
"St. Charles, Mo.",6
"St. Clair Shores, Mich.",1
"St. Clair, Mich.",1
"St. Clair, Minn.",1
"St. Clairsville, Ohio",1
"St. Cloud, Mn",1
"St. Croix Falls, Wis.",3
"St. Francisville, La.",1
"St. George, Utah",1
"St. Henry, Ohio",1
St. Jean De Brébeuf,1
"St. John, Ind.",3
"St. John, Wash.",1
"St. Johns, Antigua",1
"St. Johns, Fla.",2
"St. Joseph, Mich.",1
"St. Joseph, Minn.",1
"St. Leonard, Md.",1
"St. Louis Park, Minn.",2
"St. Louis, Missouri",1
"St. Louis, Mo",1
"St. Louis, Mo.",29
"St. Marys, W. Va.",1
"St. Michael, Minn.",4
"St. Paul, Minn.",9
"St. Paul, Mn",2
"St. Peters, Mo.",2
"St. Petersburg, Fl",2
"St. Petersburg, Fla.",7
"St. Simons Island, Ga",1
"St. Simons Island, Ga.",2
"Stafford, Tx",1
"Stafford, Va.",5
"Stamford, Conn.",2
"Stanfield, N.c.",1
"Stanford, Calif.",1
"Stanly, North Carolina",1
"Staples, Mn",1
"Starkville, Miss.",1
"State College, Pa",1
"State College, Pa.",1
"Staten Island, N.y,",1
"Staten Island, N.y.",10
"Staten Island, Ny",1
"Statesboro, Ga",1
"Statesboro, Ga.",3
"Statesville, N.c.",8
"Statesville, Nc",1
"Staunton, Va.",3
"Ste. Genevieve, Mo.",1
"Steele, N.d.",1
"Steger, Ill.",1
"Stephens City, Va.",1
"Stephenson, Mich.",1
"Stephenville, Texas",1
"Sterling Heights, Mich.",2
"Sterling, Colo.",1
"Sterling, Il",2
"Sterling, Ill.",2
"Sterling, Va",1
"Sterling, Va.",2
"Steubenville, Ohio",1
Stevens Point,1
"Stevens Point, Wis.",3
"Stevensville, Md.",1
"Stewartstown, Pa.",1
"Stewartsville, Nj",1
"Stewartville, Minn.",4
"Stillwater, Minn.",2
"Stillwater, Mn",1
"Stillwater, Ny",1
"Stillwater, Ok",3
"Stillwater, Okla.",1
"Stilwell, Kan.",1
"Stilwell, Ks",1
"Stockbridge, Ga",2
"Stockbridge, Ga.",1
"Stockdale, Pa.",1
Stockton,2
"Stockton, Calif.",2
"Stockton, Ill.",1
"Stokesdale, N.c.",1
"Stone Mountain, Ga",1
"Stone Mountain, Ga,",1
"Stone Mountain, Ga.",3
"Stoneville, N.c.",1
"Stoney Creek, Ontario",1
"Storm Lake, Iowa",1
"Story City, Iowa",1
"Stoutsville, Ohio",1
"Stow, Oh",1
"Stow, Ohio",3
"Strafford, N.h.",1
"Strasburg, Ill.",1
"Streetsboro, Ohio",1
"Strongsville, Ohio",5
"Stroudsburg, Pa.",1
"Struthers, Ohio",1
"Stuart, Fl",1
"Stuart, Fl.",1
"Stuart, Fla.",1
"Stuart, Va.",1
"Studio City, Calif.",1
"Sturbridge, Mass.",1
"Sturgeon Bay, Wis.",3
"Sturgis, Sd",1
"Sturtevant, Wis.",1
"Subotica, Serbia",1
"Suffern, N.y.",1
"Suffolk, Va.",1
"Sugar Grove, Ill.",4
"Sugar Grove, Oh",1
"Sugar Land, Texas",7
"Sugar Land, Tx",1
"Sugar Land, Tx.",1
"Sugar Land, Tx./Fort Bend Austin",1
"Sugarland, Texas",1
"Summerfield, N.c.",3
"Summerville, S.c.",2
"Summerville, Sc",2
"Summit Hill, Pa.",2
"Summit, N.j.",1
"Sumner, Iowa",1
"Sumner, Wash.",1
"Sumter, S.c.",1
"Sumter, Sc",2
"Sun Prairie, Wis.",6
"Sunbury, Ohio",1
"Sunderland, Mass.",1
"Sunny Isles Beach, Fla.",1
"Sunnyside, Ny",1
Sunnyvale,1
"Sunnyvale, Ca",1
"Sunnyvale, Calif.",2
"Sunnyvale, Tx",1
"Sunrise, Fla.",1
"Superior, Colo.",1
"Superior, Neb.",1
"Supply, N.c.",1
"Surprise, Ariz.",4
"Surprise, Az",2
"Surrey, B.c.",5
"Surrey, British Columbia",1
"Susquehanna, Pa.",1
"Sussex, Wis.",5
"Sussex, Wisc.",2
"Sutton, Neb.",1
"Suwanee, Ga.",6
"Swaledale, Iowa",1
"Swampscott, Ma",1
"Swampscott, Mass.",1
"Swedesboro, Nj",1
"Sweet Home, Or",1
"Sweet Home, Ore.",1
"Sycamore, Il",1
"Sycamore, Ill.",1
Sylvania,1
"Sylvania, Oh",1
"Sylvania, Ohio",4
"Syosset, N.y.",1
Syracuse,1
"Syracuse, N.y.",2
"Syracuse, Ny",4
"Syracuse, Ut",1
"Syracuse, Utah",2
"Tabor City, Nc",1
"Tacoma, Wa",1
"Tacoma, Wash.",4
"Tacony, Pa.",1
"Taipei, Taiwan",1
"Talbott, Tenn.",1
"Tallahasee, Fl",1
"Tallahassee, Fla.",9
"Tallmadge, Ohio",1
"Tamaqua, Pa",1
"Tamarac, Fla.",1
"Tampa Bay, Fl",1
"Tampa, Fl",9
"Tampa, Fla.",31
"Taneytown, Md.",1
"Tarpon Springs, Fla.",2
"Tatum, Tx",1
"Taunton, Mass.",1
"Tawas City, Mich.",1
"Taylor Ridge, Ill.",1
"Taylors Falls, Minn.",1
"Taylorsville, Kentucky",1
"Taylorville, Ill.",3
"Tea, S.d.",1
Team Impact Honorary Member,1
"Tecumseh, Kan.",1
"Tega Cay, Sc",1
"Tehachapi, Calif.",1
"Temecula, Ca",1
"Temecula, Calif.",21
Tempe,1
"Tempe, Ariz.",1
"Tempe, Az",2
"Tempe, Az./Corona Del Sol High",1
"Temple Hills, Md",1
"Temple, Texas",1
"Temple, Tx.",1
"Terre Haute, In",1
"Terre Haute, Ind.",3
"Teutopolis, Ill.",1
"Tewksbury, Mass.",1
"Texarkana, Texas",2
"Texas City, Texas",1
"Thayer, Kan.",1
"The Plains, Va.",1
The Woodlands,1
"The Woodlands, Texas",16
"The Woodlands, Tx",2
"Thingeyri, Iceland",1
"Third Lake, Ill.",1
"Thomasville, Ala.",1
"Thomasville, N.c.",1
"Thompson's Station, Tenn.",1
"Thornton, Colo.",4
"Thorntown, Ind.",1
"Thornville, Ohio",1
"Thornwood, Ny",1
"Thorold, Ontario, Canada",1
"Thorton, Co",1
"Thousand Oaks, Calif.",1
"Thrall, Texas",1
"Thurmont, Md.",3
"Tiffin, Iowa",1
"Tiffin, Ohio",1
"Tigard, Or",1
"Tigard, Ore.",2
"Tiger, Ga.",1
"Tinley Park, Il",2
"Tinley Park, Ill.",2
"Tioga, Pa.",2
"Tipp City, Oh",1
"Tipp City, Ohio",1
"Tipton, Iowa",1
"Titusville, Fla.",1
"Tiverton, R.i.",1
"Toa Alta, Puerto Rico",1
"Toa Baja, Puerto Rico",4
"Tobyhanna, Pa.",1
"Toledo, Ohio",6
"Tolland, Conn.",2
"Tomahawk, Wis.",2
"Tomball, Texas",9
"Tomball, Tx",1
"Tomball, Tx./Tomball Memorial High",1
"Toms River, N.j.",2
"Toms River, Nj",3
"Tonawanda Seneca Nation Territory, Ny",1
"Toney, Ala.",1
"Tooele, Ut",1
"Topeka, Kan.",10
"Topeka, Ks",2
"Toppenish, Wash.",1
"Topsail Beach, N.c.",1
Toronto,1
"Toronto, Canada",1
"Toronto, On Canada",1
Torrance,1
"Torrance, Ca",1
"Torrance, Calif.",4
"Tower, Minn.",1
"Townsend, Del.",1
"Towson, Md.",1
"Trabuco Canyon, Calif.",2
"Tracy, Ca",3
"Tracy, Calif",1
"Tracy, Calif.",3
"Traer, Iowa",1
"Travelers Rest, Sc",1
"Traverse City, Mich.",4
"Trenton, Ohio",1
"Trevor, Wi",1
"Trinity, Fl",2
"Trinity, Fla.",3
"Tripoli, Iowa",1
"Trophy Club, Texas",5
"Trout Run, Pa.",1
"Troutman, N.c.",2
"Troy, Id",1
"Troy, Il",2
"Troy, Mich.",6
"Troy, N.y.",1
"Troy, Oh",1
"Troy, Ohio",1
"Troy, Tx",1
"Trstenik, Serbia",1
"Truckee, Ca",1
"Truckee, Calif.",1
"Trujillo Alto, Puerto Rico",2
"Trumansburg, N.y.",1
"Trumbull, Conn.",1
"Trumbull,Ct",1
"Tualatin, Ore.",1
"Tuckerton, N.j.",1
"Tucson, Ariz.",11
"Tucson, Az",5
"Tucumcari, N.m.",1
"Tujunga, Calif.",1
"Tulare, Calif.",1
"Tulsa, Ok",2
